Voucher #,Date,Contact ID,Vendor,Terms,Due Date,Responsible,Ref #,P.O. #,Receipt,Other 1,Line,Item ID,Description,Quantity,U/M,Price,Tax,Amount,Taxes,Total,Currency,Exchange rate,Total base,Account,Group,Tag,Memo,Inventory Location,Comments,Attachments,Approvers,Status,Approval Status,Transfer Status,Created by,Date created,Last Modified by,Date Last Modified
6126,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-23-RO-116355,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.23-2 - Bobtail TTB-23,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006126 - 08-29-22.pdf (https://secure.spendwise.com/attachments/yYWPKVDjwWeCxZNvjmYdKKgMsq); Sparkys - Invoice # 00006126 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/qLNZrlzzPKPsXyhtHLbhFhvnJM),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6125,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-22-RO-116354,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006125 - 08-29-22.pdf (https://secure.spendwise.com/attachments/uTKLNjtOBfaqInYqtJYiIywHRA); Sparkys - Invoice # 00006125 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/qZnQthDiyviZzBNRnygHkPbdyQ),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6125,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-22-RO-116354,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006125 - 08-29-22.pdf (https://secure.spendwise.com/attachments/uTKLNjtOBfaqInYqtJYiIywHRA); Sparkys - Invoice # 00006125 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/qZnQthDiyviZzBNRnygHkPbdyQ),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6125,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-22-RO-116354,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.22-2 - Bobtail TTB-22,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006125 - 08-29-22.pdf (https://secure.spendwise.com/attachments/uTKLNjtOBfaqInYqtJYiIywHRA); Sparkys - Invoice # 00006125 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/qZnQthDiyviZzBNRnygHkPbdyQ),Robert Ortega (09/02/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/2/2022
6124,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-20-RO-116334,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20-2 - Bobtail TTB-20,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006124 - 08-29-22.pdf (https://secure.spendwise.com/attachments/iQyBIBFrYyebCtDUlnCCPlRoRR); Sparkys - Invoice # 00006124 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ibakVbXQAYgGzltryYBLWFTHKT),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6124,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-20-RO-116334,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20-2 - Bobtail TTB-20,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006124 - 08-29-22.pdf (https://secure.spendwise.com/attachments/iQyBIBFrYyebCtDUlnCCPlRoRR); Sparkys - Invoice # 00006124 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ibakVbXQAYgGzltryYBLWFTHKT),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6124,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-20-RO-116334,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.20-2 - Bobtail TTB-20,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006124 - 08-29-22.pdf (https://secure.spendwise.com/attachments/iQyBIBFrYyebCtDUlnCCPlRoRR); Sparkys - Invoice # 00006124 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ibakVbXQAYgGzltryYBLWFTHKT),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6123,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-19-RO-116333,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006123 - 08-29-22.pdf (https://secure.spendwise.com/attachments/WPEnOLNkNqDHYMnUDtGFvHtdwl); Sparkys - Invoice # 00006123 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/adYTGIWrGDipMfSMUsZvlrWtbH),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6123,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-19-RO-116333,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006123 - 08-29-22.pdf (https://secure.spendwise.com/attachments/WPEnOLNkNqDHYMnUDtGFvHtdwl); Sparkys - Invoice # 00006123 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/adYTGIWrGDipMfSMUsZvlrWtbH),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6123,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-19-RO-116333,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,219 - Bobtail - TTB-19 2017 Frtllnr - 3ALACWDT2HDHV9438,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006123 - 08-29-22.pdf (https://secure.spendwise.com/attachments/WPEnOLNkNqDHYMnUDtGFvHtdwl); Sparkys - Invoice # 00006123 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/adYTGIWrGDipMfSMUsZvlrWtbH),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6122,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-18-RO-116332,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006122 - 08-29-22.pdf (https://secure.spendwise.com/attachments/ZpVVYiTKUCfHkeMURKAIqglBZw); Sparkys - Invoice # 00006122 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/gTxSvkEyZXYjsrGNJbOUeCBDNh),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6122,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-18-RO-116332,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006122 - 08-29-22.pdf (https://secure.spendwise.com/attachments/ZpVVYiTKUCfHkeMURKAIqglBZw); Sparkys - Invoice # 00006122 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/gTxSvkEyZXYjsrGNJbOUeCBDNh),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6122,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-18-RO-116332,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,TTB-18,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006122 - 08-29-22.pdf (https://secure.spendwise.com/attachments/ZpVVYiTKUCfHkeMURKAIqglBZw); Sparkys - Invoice # 00006122 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/gTxSvkEyZXYjsrGNJbOUeCBDNh),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6121,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-15-RO-116331,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006121 - 08-29-22.pdf (https://secure.spendwise.com/attachments/KCnQMYpSloYsFCoGIMssjRmwoJ); Sparkys - Invoice # 00006121 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ESwLaOCQUwBsWnlRUKAswMvwAg),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6121,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-15-RO-116331,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006121 - 08-29-22.pdf (https://secure.spendwise.com/attachments/KCnQMYpSloYsFCoGIMssjRmwoJ); Sparkys - Invoice # 00006121 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ESwLaOCQUwBsWnlRUKAswMvwAg),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6121,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-15-RO-116331,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.15 - Bobtail - TTB-15,,,INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006121 - 08-29-22.pdf (https://secure.spendwise.com/attachments/KCnQMYpSloYsFCoGIMssjRmwoJ); Sparkys - Invoice # 00006121 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/ESwLaOCQUwBsWnlRUKAswMvwAg),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6120,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-14-RO-116330,,,,1,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Parts,135.63,Yes,135.63,0,135.63,None,1,135.63,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006120 - 08-29-22.pdf (https://secure.spendwise.com/attachments/OIrFoyIQkvGrrbWSwDqpWxOzNk); Sparkys - Invoice # 00006120 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/XEfaWiAHCmxCAICljJaARBpHhI),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6120,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-14-RO-116330,,,,2,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Labor - Hours,140,Yes,140,0,140,None,1,140,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006120 - 08-29-22.pdf (https://secure.spendwise.com/attachments/OIrFoyIQkvGrrbWSwDqpWxOzNk); Sparkys - Invoice # 00006120 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/XEfaWiAHCmxCAICljJaARBpHhI),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
6120,8/29/2022,Sparky's Truck And Trailer Repair,Sparky's Truck And Trailer Repair,Net 30,9/28/2022,Accounts Payable Accounts Payable,TTB-14-RO-116330,,,,3,Vehicle Maintenance - Repair,Vehicle Maintenance - Repair,1,Fees,7,Yes,7,0,7,None,1,7,57200 - Vehicle Maintenance-Repairs,200.1 - Transportation - 11310,2.14 - Bobtail TTB-14,,, INSTALL HOOD MIRROR AND ADJUST,Sparkys - Invoice # 00006120 - 08-29-22.pdf (https://secure.spendwise.com/attachments/OIrFoyIQkvGrrbWSwDqpWxOzNk); Sparkys - Invoice # 00006120 - 08-29-22 - Backup.pdf (https://secure.spendwise.com/attachments/XEfaWiAHCmxCAICljJaARBpHhI),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Robert Ortega,9/1/2022
452546,8/29/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,145.2,gal,1.79,Yes,259.908,20.14287,280.05087,None,1,280.05087,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452546 - 08-29-22.pdf (https://secure.spendwise.com/attachments/RgRNjrESKxTfLDYhLeEkEhUEYH),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/22/2022
452546,8/29/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,8.49,Yes,8.49,0.657975,9.147975,None,1,9.147975,51920 - Fuel / Propane,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Globe Gas - Invoice # 452546 - 08-29-22.pdf (https://secure.spendwise.com/attachments/RgRNjrESKxTfLDYhLeEkEhUEYH),Carlos Garcia (09/22/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/22/2022
452845,8/29/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/28/2022,Accounts Payable Accounts Payable,210,,,,1,Fuel-Propane,Fuel-Propane,226.9,gal,1.79,Yes,406.151,31.4767025,437.6277025,None,1,437.6277025,51920 - Fuel / Propane,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,,Globe Gas - Invoice # 452845 - 08-29-22.pdf (https://secure.spendwise.com/attachments/icWBStmwkLArRySggimuXTblTh),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/1/2022
452845,8/29/2022,Globe Gas Inc.,Globe Gas Inc.,Net 30,9/28/2022,Accounts Payable Accounts Payable,210,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,8.49,Yes,8.49,0.657975,9.147975,None,1,9.147975,51920 - Fuel / Propane,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,,Globe Gas - Invoice # 452845 - 08-29-22.pdf (https://secure.spendwise.com/attachments/icWBStmwkLArRySggimuXTblTh),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,9/1/2022,Accounts Payable Accounts Payable,9/1/2022
153256042,8/29/2022,Uline,Uline,Net 30,9/28/2022,Accounts Payable Accounts Payable,LS210BMS82422,,,,1,Materials & Supplies,Materials & Supplies,1,Materials & Supplies,1004.7,Yes,1004.7,77.86425,1082.56425,None,1,1082.56425,67110-1 - Materials & Supplies - Company,100.2 - Warehouse & Log - 14041,210 - Location - 210 E. Lambert Road,,,Billable Material,Uline - Invoice # 153256042 - 08-29-22.pdf (https://secure.spendwise.com/attachments/hEKLfUdcNGJhgGgetzTRXCObcE),Luis Serrano (pending),Saved,pending,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,8/31/2022
153256191,8/29/2022,Uline,Uline,Net 30,9/28/2022,Accounts Payable Accounts Payable,CG92787110,,,,1,Materials & Supplies,Materials & Supplies,1,Materials & Supplies,2090.2,Yes,2090.2,161.9905,2252.1905,None,1,2252.1905,67110-1 - Materials & Supplies - Company,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Uline - Invoice # 153256191 - 08-29-22.pdf (https://secure.spendwise.com/attachments/nQGsCZwyrZhdWCBlNSPGCSRgaK),Carlos Garcia (08/31/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,8/31/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,1,Fuel-Propane,Fuel-Propane,876.6,gal,4.816,Yes,4221.7056,327.182184,4548.887784,None,1,4548.887784,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,2,Fuel-Propane,Fuel-Propane,1,Fees,9.5,Yes,9.5,0.73625,10.23625,None,1,10.23625,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,3,Fuel-Propane,Fuel-Propane,1,Fuel Surcharge,14.95,Yes,14.95,1.158625,16.108625,None,1,16.108625,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,4,Fuel-Propane,Fuel-Propane,876.6,gal,0.244,Yes,213.8904,16.576506,230.466906,None,1,230.466906,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,5,Fuel-Propane,Fuel-Propane,876.6,gal,0.41,No,359.406,,359.406,None,1,359.406,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
K696599,8/29/2022,"Dion and Sons, Inc","Dion and Sons, Inc",Net 30,9/28/2022,Accounts Payable Accounts Payable,9278,,,,6,Fuel-Propane,Fuel-Propane,1,Misc. Purchase & Service,255.05,No,255.05,,255.05,None,1,255.05,51910 - Fuel / Transportation,200.1 - Transportation - 11310,9278-2 - Location-9278 Charles Smith Ave.-Rancho Cucamonga,,,,Dion & Sons - Invoice # K696599 - 08-29-22.pdf (https://secure.spendwise.com/attachments/doZnYZfXfDUZWgLJRhWVEHEhmn),Robert Ortega (09/01/2022),Saved,approved,Not transferred,Accounts Payable Accounts Payable,8/31/2022,Accounts Payable Accounts Payable,9/1/2022
